loan_amount,loan_term,interest_rate,grade,verification_status,purpose,dti,inquiries,derogatory,revolving_rate,total_credit_lines,employment_length,home_ownership,annual_income
10400,36,9.91,b,source verified,debt_consolidation,11.67,2,0,80.6,19,6.0,rent,10.596659732783579
6600,36,9.91,b,not verified,house,15.53,2,0,27.8,30,1.0,mortgage,11.51293546492023
12000,36,8.9,a,not verified,debt_consolidation,9.45,0,0,37.4,20,7.0,own,10.596659732783579
13250,36,17.27,d,verified,debt_consolidation,23.7,0,0,91.5,18,10.0,rent,10.859018228147887
12000,36,11.71,b,source verified,debt_consolidation,15.97,2,0,56.2,21,3.0,rent,11.434974734252892
25000,36,9.91,b,source verified,debt_consolidation,10.35,0,0,49.4,10,9.0,rent,11.0186455364637
6000,36,10.65,b,not verified,other,14.43,1,0,48.5,9,10.0,rent,10.491301994830229
12000,36,7.51,a,not verified,credit_card,7.08,1,0,55.6,34,10.0,mortgage,11.127277689932466
14400,36,11.71,b,not verified,credit_card,16.35,1,0,48.4,16,1.0,rent,11.289794413577894
10000,36,12.42,b,not verified,credit_card,11.58,0,0,65.5,33,10.0,rent,10.668978650219241
8000,36,11.71,b,not verified,credit_card,2.48,0,0,56.2,8,1.0,rent,11.918397239722838
8000,36,16.29,d,not verified,credit_card,13.22,0,0,72.9,12,5.0,rent,10.819798284210286
30000,60,12.42,b,source verified,small_business,0.94,0,0,3.2,14,3.0,rent,11.156264806643742
18000,60,16.77,d,not verified,home_improvement,18.42,3,0,73.4,20,6.0,own,10.596659732783579
13250,36,11.71,b,not verified,credit_card,22.35,1,0,67.2,21,2.0,own,10.463131911491967
14000,36,14.27,c,not verified,debt_consolidation,16.21,0,0,96.2,11,6.0,rent,11.289794413577894
20000,60,20.3,e,verified,debt_consolidation,20.91,2,0,83.1,32,10.0,own,10.985309671896763
10000,36,16.29,d,verified,credit_card,24.39,1,0,96.4,18,10.0,rent,10.596659732783579
35000,60,20.3,e,verified,debt_consolidation,20.16,0,0,74.5,24,5.0,rent,11.350418300109132
4000,36,6.03,a,not verified,debt_consolidation,7.05,0,0,43.8,18,1.0,rent,10.915106645867503
13000,36,9.91,b,not verified,debt_consolidation,8.38,0,0,81.3,14,6.0,rent,11.608244735642321
28000,36,12.69,b,source verified,credit_card,12.35,0,0,67.5,15,5.0,rent,11.51293546492023
10000,36,13.49,c,not verified,debt_consolidation,11.52,0,0,79.1,20,3.0,rent,11.034905792929415
20000,36,7.9,a,verified,debt_consolidation,9.25,1,0,74.9,10,1.0,rent,10.714439990727769
18000,36,9.91,b,verified,debt_consolidation,10.0,1,0,62.5,22,5.0,rent,11.608244735642321
9000,60,19.91,e,verified,credit_card,22.56,1,0,91.1,30,3.0,rent,11.002116507732017
25000,60,18.64,e,verified,debt_consolidation,12.6,0,0,60.8,25,10.0,rent,11.026808713825016
10000,36,11.71,b,not verified,other,8.69,0,0,88.3,9,3.0,rent,10.404293143019792
4200,36,6.03,a,not verified,credit_card,8.92,0,0,12.9,16,3.0,rent,11.0186455364637
20000,60,15.27,c,verified,debt_consolidation,10.79,1,0,80.3,21,10.0,own,11.267242294211684
18000,60,17.27,d,verified,debt_consolidation,7.82,2,0,86.7,30,1.0,mortgage,11.034905792929415
24000,36,16.29,d,verified,debt_consolidation,8.83,1,0,69.4,13,2.0,rent,10.838894401602513
4475,36,15.27,c,not verified,credit_card,18.79,2,0,33.5,29,3.0,rent,10.684668503929622
12000,36,12.42,b,source verified,credit_card,22.49,0,0,80.8,18,5.0,rent,10.83370091325064
5000,36,12.42,b,source verified,debt_consolidation,23.84,2,0,89.7,40,2.0,rent,10.308985993422082
3000,36,6.03,a,not verified,other,5.5,0,0,29.4,15,5.0,rent,10.819798284210286
12000,36,9.91,b,not verified,debt_consolidation,13.0,0,0,75.5,17,10.0,rent,10.915106645867503
20000,36,15.27,c,verified,other,4.34,1,0,52.7,12,10.0,mortgage,10.819798284210286
10000,36,13.49,c,verified,debt_consolidation,13.87,0,0,68.7,10,3.0,rent,11.338583982516495
15000,36,12.42,b,verified,debt_consolidation,17.85,0,0,74.9,41,6.0,own,11.951186847493476
12000,36,7.9,a,source verified,debt_consolidation,8.71,0,0,57.7,15,1.0,mortgage,11.034905792929415
6300,36,11.71,b,not verified,credit_card,7.2,1,0,84.3,11,2.0,rent,10.308985993422082
35000,60,17.27,d,source verified,debt_consolidation,7.94,0,0,23.5,79,8.0,mortgage,12.245298166364206
8250,60,15.96,c,verified,home_improvement,15.6,1,0,7.7,21,2.0,mortgage,10.463246187411299
10000,36,11.71,b,not verified,credit_card,21.83,0,0,59.6,23,5.0,rent,10.373522431293592
24000,36,8.9,a,verified,car,3.94,4,0,8.1,31,10.0,mortgage,11.664796405307863
14400,36,12.69,b,not verified,debt_consolidation,20.16,2,0,79.5,13,9.0,mortgage,10.596659732783579
6000,36,14.65,c,not verified,credit_card,21.39,2,0,88.5,13,7.0,rent,10.434145214930487
22000,36,15.96,c,verified,debt_consolidation,22.47,1,0,85.1,32,5.0,mortgage,11.19822841866684
12000,36,11.71,b,source verified,debt_consolidation,16.36,0,0,68.5,17,10.0,rent,10.954326659732555
16000,36,16.77,d,source verified,debt_consolidation,17.2,1,0,64.2,34,1.0,mortgage,11.643962499267984
10000,36,10.65,b,not verified,debt_consolidation,11.16,1,0,59.4,22,10.0,mortgage,11.407576060361786
16000,60,19.03,e,source verified,home_improvement,16.89,0,0,56.2,22,8.0,mortgage,10.896757843893464
10000,36,12.69,b,source verified,debt_consolidation,12.03,1,0,84.6,15,2.0,rent,10.463131911491967
3500,36,13.49,c,not verified,debt_consolidation,10.35,2,0,54.2,37,7.0,rent,10.933124826700707
9600,36,9.91,b,not verified,debt_consolidation,16.49,0,0,79.0,16,5.0,rent,10.463131911491967
9875,36,7.9,a,source verified,debt_consolidation,24.03,1,0,63.7,16,10.0,mortgage,10.596659732783579
21500,60,17.58,d,verified,debt_consolidation,22.86,1,0,81.8,16,2.0,own,10.985309671896763
4800,36,7.9,a,source verified,debt_consolidation,13.0,1,0,26.0,13,6.0,rent,10.778977123006351
7800,36,6.03,a,not verified,major_purchase,0.78,1,0,6.2,12,10.0,own,11.350418300109132
20000,36,14.27,c,verified,credit_card,6.21,1,0,89.0,14,10.0,mortgage,11.156264806643742
9750,36,7.51,a,not verified,debt_consolidation,29.04,1,0,51.7,19,4.0,rent,10.463131911491967
18000,60,15.96,c,verified,credit_card,23.41,2,0,67.0,38,6.0,mortgage,11.418625774449598
5000,36,6.03,a,not verified,other,16.48,0,0,25.6,16,9.0,mortgage,10.308985993422082
9000,36,14.65,c,source verified,debt_consolidation,17.01,1,1,50.0,51,4.0,rent,10.714439990727769
7200,36,7.9,a,not verified,debt_consolidation,11.98,0,0,46.1,14,1.0,rent,10.915106645867503
25000,60,19.42,e,verified,credit_card,20.04,0,0,94.9,24,10.0,rent,11.002116507732017
25000,36,15.27,c,verified,debt_consolidation,18.5,2,0,70.6,23,8.0,own,11.314486721293981
10000,36,15.96,c,verified,debt_consolidation,13.09,1,0,77.2,19,10.0,rent,10.87806606028079
8875,36,12.69,b,verified,debt_consolidation,23.11,1,0,71.1,13,5.0,mortgage,10.473364796894678
15550,36,11.71,b,verified,debt_consolidation,23.36,0,0,89.8,16,10.0,rent,10.896757843893464
7500,36,12.69,b,not verified,credit_card,4.41,2,0,35.5,22,5.0,rent,11.082157933374816
8875,36,8.9,a,not verified,debt_consolidation,24.29,0,0,69.5,23,6.0,own,10.268165387743457
4500,36,17.27,d,not verified,credit_card,4.34,0,0,68.5,3,1.0,rent,10.645448706505872
5800,36,12.42,b,not verified,debt_consolidation,21.67,1,0,66.9,20,3.0,rent,10.491301994830229
10000,36,11.71,b,not verified,debt_consolidation,22.26,1,0,47.4,17,2.0,rent,10.596659732783579
10000,36,9.91,b,not verified,credit_card,19.06,0,0,88.6,28,4.0,rent,10.819798284210286
14000,36,11.71,b,not verified,credit_card,12.97,1,0,57.9,8,1.0,rent,10.859018228147887
25000,60,19.03,e,verified,credit_card,17.15,1,0,87.9,19,3.0,mortgage,11.350418300109132
12000,36,8.9,a,source verified,debt_consolidation,6.75,0,0,59.2,12,3.0,rent,10.373522431293592
24000,36,7.9,a,verified,debt_consolidation,10.58,2,0,45.0,22,6.0,own,11.225256725762893
14000,36,14.27,c,not verified,credit_card,3.3,1,0,59.0,14,1.0,rent,11.289794413577894
12000,36,8.9,a,verified,credit_card,17.08,0,0,72.2,24,7.0,mortgage,10.60279074590741
15000,60,12.69,b,verified,debt_consolidation,24.76,1,0,65.7,17,3.0,own,10.308985993422082
8050,36,12.69,b,source verified,debt_consolidation,14.8,0,0,81.3,7,1.0,rent,10.491301994830229
5600,36,10.65,b,not verified,debt_consolidation,16.36,0,1,12.4,25,6.0,rent,11.002116507732017
7500,36,9.91,b,not verified,credit_card,12.35,0,0,57.3,18,3.0,rent,10.348205424565993
7000,36,11.71,b,verified,credit_card,12.19,0,0,93.8,25,10.0,rent,11.407576060361786
5400,36,7.9,a,not verified,debt_consolidation,10.89,0,0,77.0,15,4.0,rent,10.596659732783579
16000,36,12.42,b,verified,credit_card,13.67,2,0,65.2,19,1.0,rent,11.407576060361786
35000,60,12.42,b,verified,home_improvement,16.53,0,0,25.0,38,9.0,mortgage,11.561725152903833
6000,60,7.9,a,verified,debt_consolidation,1.68,0,0,10.0,15,1.0,rent,10.311781987654452
4125,60,12.69,b,not verified,car,17.73,4,0,37.6,21,10.0,mortgage,10.491301994830229
9800,36,16.29,d,not verified,credit_card,21.01,2,0,44.9,18,4.0,rent,11.112462823634855
15700,60,18.25,d,source verified,debt_consolidation,17.43,1,0,63.0,16,10.0,mortgage,11.050905878263567
5000,36,6.62,a,source verified,debt_consolidation,1.82,0,0,56.0,18,1.0,rent,12.52815976788113
9900,36,11.71,b,verified,debt_consolidation,14.09,0,1,88.9,11,6.0,rent,10.181157167204903
15000,36,11.71,b,source verified,debt_consolidation,5.7,0,0,82.2,9,3.0,mortgage,11.133142723386813
6250,36,15.96,c,not verified,debt_consolidation,20.85,3,0,88.8,12,1.0,rent,10.279214842380336
6400,36,16.29,d,not verified,debt_consolidation,17.97,1,0,94.6,14,1.0,rent,10.279214842380336
8850,60,13.49,c,source verified,major_purchase,7.67,0,0,84.7,38,10.0,mortgage,11.397772717072101
12000,36,15.27,c,not verified,debt_consolidation,17.07,1,0,61.0,34,4.0,mortgage,10.896757843893464
15000,36,8.9,a,verified,debt_consolidation,6.48,1,0,25.2,10,5.0,mortgage,10.308985993422082
6500,36,14.27,c,not verified,credit_card,10.12,0,0,81.5,9,4.0,mortgage,10.308985993422082
8000,36,15.96,c,not verified,credit_card,16.34,1,0,81.2,18,10.0,rent,10.819798284210286
30000,60,21.28,f,source verified,home_improvement,17.57,2,0,74.5,62,6.0,mortgage,11.429554725537322
15000,36,14.65,c,source verified,credit_card,14.56,2,0,74.3,14,10.0,mortgage,11.51792295668052
10200,36,14.27,c,not verified,debt_consolidation,16.53,1,0,80.6,10,3.0,rent,10.596659732783579
9000,36,12.42,b,not verified,credit_card,19.1,0,0,47.2,17,5.0,mortgage,10.757924157061597
6500,36,16.29,d,not verified,debt_consolidation,21.85,1,0,92.4,17,3.0,mortgage,11.127277689932466
23000,60,21.28,f,verified,debt_consolidation,8.94,0,0,99.3,35,8.0,mortgage,11.461642696843066
2000,36,7.9,a,not verified,credit_card,5.09,0,0,79.2,13,4.0,rent,10.586609649448985
8000,36,13.49,c,verified,debt_consolidation,14.48,2,0,44.1,21,3.0,own,10.308985993422082
8875,36,7.51,a,verified,debt_consolidation,28.4,0,0,83.7,27,1.0,rent,10.308985993422082
1500,36,18.64,e,source verified,other,4.59,3,0,99.8,15,1.0,rent,9.741027444837728
8000,36,12.42,b,not verified,debt_consolidation,20.26,0,0,85.4,11,3.0,rent,10.645448706505872
20000,60,14.65,c,verified,debt_consolidation,16.51,2,0,74.9,16,10.0,rent,11.225256725762893
6500,36,11.71,b,not verified,credit_card,6.26,0,0,63.8,11,4.0,rent,10.645448706505872
9600,36,13.49,c,source verified,debt_consolidation,10.22,2,0,84.9,27,3.0,mortgage,10.203629181337648
10000,36,7.9,a,not verified,home_improvement,10.46,0,0,50.1,17,5.0,mortgage,10.736418414365376
15000,36,12.42,b,verified,debt_consolidation,5.61,1,0,53.7,17,10.0,mortgage,11.289794413577894
9000,36,6.62,a,not verified,debt_consolidation,22.05,1,0,44.0,17,3.0,mortgage,10.714439990727769
10000,36,7.9,a,verified,credit_card,27.92,0,0,69.1,23,2.0,rent,11.19135563385109
14000,36,7.9,a,source verified,debt_consolidation,15.2,0,0,62.3,28,2.0,rent,10.308985993422082
8500,36,14.27,c,source verified,debt_consolidation,8.5,2,0,61.5,27,9.0,rent,10.819798284210286
15000,60,19.03,e,source verified,debt_consolidation,2.82,2,0,75.9,12,9.0,rent,11.225256725762893
4500,36,15.96,c,not verified,other,14.66,1,0,76.6,34,5.0,mortgage,11.082157933374816
3000,36,7.51,a,not verified,major_purchase,27.91,0,0,56.0,19,10.0,mortgage,11.082157933374816
10000,36,9.91,b,source verified,home_improvement,7.98,2,0,68.1,35,4.0,mortgage,11.695255355062795
21250,60,16.77,d,verified,debt_consolidation,19.93,2,0,62.7,13,5.0,mortgage,10.657282884047461
33425,60,13.49,c,source verified,debt_consolidation,25.71,3,0,50.5,43,2.0,mortgage,11.225256725762893
7200,36,15.27,c,verified,debt_consolidation,20.95,1,0,96.0,24,4.0,rent,10.91492481446108
18000,60,11.71,b,source verified,debt_consolidation,18.18,0,0,68.8,12,1.0,rent,10.596659732783579
23000,36,7.9,a,source verified,debt_consolidation,8.13,1,0,60.8,37,2.0,mortgage,11.827743504053695
20000,60,16.77,d,verified,debt_consolidation,9.46,2,0,41.0,30,10.0,rent,11.002116507732017
7000,36,8.9,a,verified,credit_card,7.9,1,0,76.5,18,1.0,rent,10.736418414365376
21000,36,12.69,b,verified,debt_consolidation,8.52,1,0,63.0,24,8.0,mortgage,11.813037464800539
13000,36,9.91,b,verified,credit_card,8.82,0,0,75.9,18,10.0,rent,11.082157933374816
18000,36,6.62,a,not verified,debt_consolidation,6.35,0,0,25.0,13,2.0,mortgage,11.264476926102367
7200,36,6.03,a,not verified,other,2.54,0,0,6.0,20,5.0,mortgage,11.002116507732017
16500,36,8.9,a,not verified,credit_card,13.1,0,0,87.1,25,10.0,rent,10.778977123006351
8125,36,7.9,a,not verified,debt_consolidation,24.34,1,0,63.6,21,1.0,rent,10.12667110305036
18800,36,7.51,a,verified,debt_consolidation,13.76,0,0,17.3,24,3.0,mortgage,11.314486721293981
26800,36,19.03,e,source verified,credit_card,21.59,1,0,98.0,31,10.0,mortgage,11.314486721293981
19200,36,7.9,a,verified,debt_consolidation,19.66,0,0,72.2,24,5.0,mortgage,10.645448706505872
12875,60,17.58,d,verified,debt_consolidation,18.7,1,0,86.1,7,3.0,rent,10.225607282932941
4000,36,12.42,b,not verified,credit_card,19.64,1,0,52.7,16,5.0,mortgage,10.545367754151743
4000,36,16.29,d,not verified,debt_consolidation,9.22,0,0,83.5,13,4.0,rent,10.463131911491967
12000,36,9.91,b,not verified,credit_card,18.8,0,0,74.9,10,10.0,own,10.404293143019792
2625,36,11.71,b,not verified,medical,14.52,2,0,65.2,21,10.0,mortgage,10.874285408908944
7000,36,9.91,b,not verified,debt_consolidation,11.45,0,0,38.1,10,10.0,rent,11.210238039877497
11300,36,12.69,b,not verified,credit_card,16.33,1,0,74.7,22,7.0,mortgage,10.491301994830229
4000,36,9.91,b,source verified,debt_consolidation,10.05,3,0,85.0,22,10.0,mortgage,11.775297421715827
8000,36,6.03,a,not verified,debt_consolidation,4.72,0,0,6.8,47,10.0,mortgage,10.954326659732555
14400,36,18.25,d,verified,debt_consolidation,7.82,0,0,79.3,9,5.0,rent,10.856534424535402
4375,36,12.42,b,verified,debt_consolidation,13.92,0,0,74.9,5,2.0,own,9.61587214452889
4100,36,7.51,a,not verified,credit_card,6.58,1,0,72.1,12,9.0,mortgage,11.159075099579564
6000,36,8.9,a,verified,other,14.43,3,0,31.4,14,7.0,rent,10.757924157061597
4200,60,17.27,d,source verified,debt_consolidation,10.13,1,0,77.0,19,9.0,rent,10.668978650219241
4000,36,6.62,a,source verified,home_improvement,3.89,1,0,24.4,31,6.0,mortgage,11.695255355062795
3000,36,10.65,b,not verified,other,13.37,2,0,64.6,35,10.0,mortgage,11.362160713080492
5400,36,12.69,b,not verified,car,8.8,0,0,68.7,33,10.0,mortgage,11.225256725762893
15000,36,16.29,d,verified,small_business,21.99,0,0,84.1,24,1.0,rent,11.608244735642321
20000,60,18.64,e,source verified,debt_consolidation,23.47,0,0,88.5,13,3.0,mortgage,11.289794413577894
10400,36,12.69,b,source verified,credit_card,19.91,2,0,90.1,21,4.0,rent,10.691967639914864
4500,60,17.58,d,source verified,debt_consolidation,22.63,1,0,67.7,13,7.0,mortgage,10.851296331126829
11500,36,12.42,b,source verified,credit_card,13.06,0,0,89.6,15,1.0,rent,10.55843949396453
10000,36,6.62,a,verified,home_improvement,24.85,2,0,5.9,40,4.0,rent,11.225256725762893
18225,60,13.49,c,verified,debt_consolidation,20.8,0,0,74.4,12,10.0,mortgage,10.527311449886323
3600,36,8.9,a,not verified,debt_consolidation,5.48,0,0,65.9,18,10.0,rent,10.915106645867503
18500,60,11.71,b,verified,major_purchase,0.72,0,0,10.4,10,2.0,rent,11.51293546492023
16800,60,18.25,d,verified,credit_card,21.5,2,0,38.4,18,10.0,mortgage,11.156264806643742
10000,36,17.27,d,not verified,debt_consolidation,17.15,1,0,92.5,16,8.0,rent,11.127277689932466
15000,36,18.25,d,not verified,debt_consolidation,8.49,2,0,89.1,28,10.0,mortgage,11.097425172408931
8000,36,11.71,b,source verified,major_purchase,10.22,1,0,35.7,29,8.0,rent,11.350418300109132
25000,60,16.77,d,verified,debt_consolidation,13.66,0,0,82.9,19,1.0,rent,11.326656125928176
16000,36,7.9,a,source verified,debt_consolidation,24.66,0,0,81.0,28,1.0,rent,10.839600519357369
8000,36,10.65,b,source verified,debt_consolidation,11.56,0,0,15.7,10,2.0,rent,10.915106645867503
7200,36,7.51,a,source verified,debt_consolidation,19.74,0,0,83.5,32,10.0,mortgage,10.757924157061597
12000,36,7.51,a,source verified,debt_consolidation,13.3,1,0,51.8,25,4.0,rent,11.362114203075018
2200,36,15.27,c,not verified,debt_consolidation,5.47,3,0,83.7,7,10.0,own,10.778977123006351
28000,60,12.42,b,source verified,debt_consolidation,15.87,1,0,58.7,31,4.0,mortgage,11.350418300109132
6000,36,7.51,a,verified,debt_consolidation,23.86,1,0,62.4,23,2.0,mortgage,10.819798284210286
8000,60,8.9,a,not verified,debt_consolidation,25.12,0,0,37.6,40,1.0,rent,10.843592462509537
14400,36,15.27,c,not verified,debt_consolidation,0.98,1,0,7.7,3,2.0,rent,10.668885624799978
20000,60,19.03,e,verified,credit_card,18.06,0,0,97.4,28,5.0,rent,11.002116507732017
14050,36,8.9,a,verified,major_purchase,2.21,2,0,18.8,13,3.0,mortgage,11.695255355062795
6000,36,13.49,c,not verified,major_purchase,3.16,0,0,94.4,19,10.0,own,11.045989126773959
35000,60,20.3,e,verified,debt_consolidation,16.39,2,0,76.5,40,3.0,own,11.350418300109132
10525,36,7.9,a,source verified,debt_consolidation,7.27,0,0,68.9,9,4.0,rent,10.813136275021739
7200,36,15.96,c,source verified,debt_consolidation,5.2,1,0,94.2,7,2.0,rent,10.308985993422082
18500,60,10.65,b,verified,debt_consolidation,26.34,0,0,0.1,27,10.0,own,10.596659732783579
12000,36,13.49,c,verified,debt_consolidation,16.2,2,0,74.4,27,10.0,mortgage,10.596659732783579
12000,36,11.71,b,not verified,credit_card,6.58,0,0,79.6,11,5.0,mortgage,11.51293546492023
3000,36,11.71,b,not verified,other,16.03,2,0,83.4,13,2.0,rent,10.938680693334582
9500,36,16.29,d,source verified,debt_consolidation,18.51,1,0,79.5,40,10.0,rent,10.896961523080932
19775,36,12.42,b,verified,debt_consolidation,17.57,2,0,61.1,15,2.0,rent,10.801844837108236
12000,60,14.65,c,verified,credit_card,16.13,3,0,89.4,28,1.0,rent,11.225256725762893
28000,60,14.27,c,verified,debt_consolidation,9.46,1,0,68.1,29,7.0,mortgage,11.461642696843066
30000,36,12.42,b,verified,debt_consolidation,22.23,0,0,94.0,33,2.0,rent,11.289794413577894
16000,36,10.65,b,verified,debt_consolidation,13.33,2,0,89.7,19,9.0,mortgage,10.915106645867503
14500,36,14.65,c,verified,credit_card,5.24,1,0,46.7,28,8.0,rent,11.407576060361786
11700,60,14.65,c,verified,credit_card,18.17,1,0,39.8,21,3.0,rent,11.134603622683905
4150,36,10.65,b,not verified,debt_consolidation,1.99,0,0,25.0,8,4.0,rent,11.51293546492023
24000,36,16.77,d,verified,credit_card,12.57,0,0,91.2,13,6.0,rent,11.156264806643742
21250,36,12.42,b,verified,other,14.27,1,0,69.3,21,5.0,rent,10.518700218288165
10000,36,14.27,c,source verified,debt_consolidation,13.46,1,0,71.3,18,10.0,own,11.225256725762893
25000,60,18.25,d,verified,debt_consolidation,10.58,0,0,72.0,29,1.0,mortgage,11.225256725762893
4000,36,15.96,c,source verified,debt_consolidation,21.91,2,0,93.5,15,6.0,rent,10.571342565808699
15000,36,11.71,b,not verified,debt_consolidation,8.86,0,0,70.8,15,1.0,rent,11.002116507732017
20000,60,13.49,c,verified,credit_card,9.09,0,0,79.3,19,3.0,rent,11.127277689932466
15000,60,17.58,d,verified,home_improvement,12.36,1,0,81.2,10,3.0,mortgage,11.608244735642321
3600,36,15.96,c,source verified,moving,12.78,1,0,52.2,6,3.0,rent,10.596659732783579
6000,60,19.03,e,verified,debt_consolidation,20.13,1,0,93.0,14,5.0,own,10.34177474101152
15000,36,15.27,c,verified,debt_consolidation,10.72,2,0,75.2,18,10.0,rent,11.002116507732017
12000,60,18.25,d,verified,credit_card,15.24,1,0,45.4,14,3.0,rent,10.668978650219241
12375,36,7.51,a,not verified,debt_consolidation,28.06,2,0,52.1,34,6.0,rent,10.645448706505872
4000,36,12.69,b,not verified,home_improvement,17.6,1,0,5.5,20,6.0,rent,10.308985993422082
13000,36,10.65,b,not verified,debt_consolidation,20.11,0,0,40.6,15,10.0,mortgage,10.819798284210286
